job_id,required_skill,latitude,longitude,num_workers_needed,budget,duration_hours,job_date,job_time
J00048,farming_weeding,28.89476889067919,76.95386627370607,5,4955,10,2026-09-19,16:00
J00049,carpentry,28.501243593236296,77.28018694956593,5,2816,11,2026-09-10,14:00
J00050,farming_harvesting,28.705839200594923,76.92836483534298,4,5274,5,2026-09-14,12:00
J00051,cleaning,28.34953518139402,77.03153998464535,3,2021,5,2026-09-07,14:00
J00052,farming_pruning,28.797297243684522,77.24731371920254,5,1579,7,2026-09-05,08:00
J00053,plumbing,28.672788577249452,77.27645959041729,1,8844,4,2026-09-03,12:00
J00054,welding,28.338944586229598,76.93036005087166,5,4690,12,2026-09-18,12:00
J00055,plumbing,28.60045555383899,77.37792510287389,2,1351,2,2026-09-08,08:00
J00056,cleaning,28.782993536487357,77.0267045697012,5,7215,12,2026-09-24,08:00
J00057,carpentry,28.603204003352555,77.14127487399735,4,3051,8,2026-09-14,14:00
J00058,carpentry,28.396562258068844,77.17177171277103,5,7024,7,2026-09-23,10:00
J00059,soil_preparation,28.575814898088883,76.94375350397007,2,2507,11,2026-09-14,08:00
J00060,farming_thinning,28.561739290264885,77.36054143819959,5,1750,2,2026-09-13,10:00
J00061,farming_seeds,28.3598670054465,76.98502953659843,2,5630,2,2026-09-13,12:00
J00062,soil_preparation,28.67534960815553,77.4432548202466,3,3125,11,2026-09-05,14:00
J00063,electrical,28.70844969222416,77.30295417009356,1,5099,10,2026-09-22,10:00
J00064,electrical,28.737053111645068,77.39705490146709,2,8266,6,2026-09-21,12:00
J00065,cleaning,28.64474350508161,77.43038256573816,2,9631,6,2026-09-11,12:00
J00066,welding,28.6387515047287,76.97162690300047,3,7731,11,2026-09-14,14:00
J00067,farming_harvesting,28.360967646102107,77.45622952755004,5,4777,6,2026-09-12,16:00
J00068,farming_thinning,28.387548829932765,77.3439464542406,2,1587,5,2026-09-24,14:00
J00069,masonry,28.772415188636316,77.48082698002862,1,9174,2,2026-09-20,12:00
J00070,farming_harvesting,28.66684409416993,77.08924770838252,1,1978,6,2026-09-23,16:00
J00071,plumbing,28.611114499200205,77.42666368619764,4,8274,2,2026-09-04,10:00
J00072,farming_thinning,28.54149618692589,77.30495541699716,5,1856,12,2026-09-04,12:00
J00073,farming_seeds,28.638829500056787,77.11768272306274,1,6508,6,2026-09-18,16:00
J00074,farming_thinning,28.76825132992571,77.11356663098537,5,8111,8,2026-09-09,08:00
J00075,cleaning,28.379426122838083,77.14186633768294,3,9761,9,2026-09-11,14:00
J00076,painting,28.7454321172847,77.37040741043798,3,3663,8,2026-09-01,14:00
J00077,welding,28.909467845961426,77.0519361438686,1,5598,12,2026-09-12,12:00
J00078,farming_pruning,28.913183654614983,77.37180352268877,3,6530,11,2026-09-08,14:00
J00079,farming_seeds,28.683228349564686,77.12601692015863,3,1202,3,2026-09-10,12:00
J00080,painting,28.71036588558401,77.41059987776511,2,8271,9,2026-09-06,08:00
J00081,electrical,28.31922242119211,76.93120225765952,3,8867,12,2026-09-02,16:00
J00082,farming_thinning,28.55906653295719,77.25674219366387,1,5529,11,2026-09-16,16:00
J00083,soil_preparation,28.885875972044662,77.17326370969327,3,5524,6,2026-09-06,14:00
J00084,farming_weeding,28.450351351480208,77.01369719088183,5,1812,5,2026-09-04,08:00
J00085,masonry,28.3370010668766,77.31966483038687,4,6199,2,2026-09-18,16:00
J00086,welding,28.450671452698767,77.48002227530428,3,5217,2,2026-09-13,12:00
J00087,carpentry,28.744891578302084,77.2693473033072,3,2788,3,2026-09-11,16:00
J00088,electrical,28.381809538050156,76.95547013501962,2,6337,11,2026-09-24,12:00
J00089,masonry,28.56348180221048,77.2941322163335,3,3344,2,2026-09-08,12:00
J00090,painting,28.786798677111957,77.10999147100046,4,7139,9,2026-09-04,12:00
J00091,painting,28.33259444322726,77.12998114808475,3,3458,11,2026-09-18,08:00
J00092,farming_pruning,28.67932288755542,77.393820528238,5,9326,11,2026-09-07,12:00
J00093,farming_thinning,28.541203815621408,77.2586117474106,2,7243,12,2026-09-05,08:00
J00094,farming_pruning,28.8890751002767,77.50439165299198,5,9249,11,2026-09-13,16:00
J00095,welding,28.564748070706283,77.34882739651759,5,1842,11,2026-09-17,14:00
J00096,masonry,28.62856884249599,77.17361044840636,3,4195,11,2026-09-14,12:00
J00097,farming_thinning,28.51111070189658,77.3884035722359,3,4782,9,2026-09-04,12:00
J00098,welding,28.897338110867516,77.32484387976399,4,7716,7,2026-09-02,08:00
J00099,soil_preparation,28.65017427744408,76.95486626104103,3,8932,11,2026-09-18,10:00
J00100,electrical,28.785682485032904,77.04685798208122,2,9808,5,2026-09-05,14:00
J00101,masonry,28.664753201743526,76.99188409235573,3,5700,7,2026-09-09,12:00
J00102,farming_pruning,28.362803574385506,77.16161355417233,2,9096,12,2026-09-04,10:00
J00103,farming_weeding,28.839743418184234,76.91830735096383,1,7858,6,2026-09-14,16:00
J00104,welding,28.871975099303693,77.35471239546386,2,1558,8,2026-09-22,08:00
J00105,welding,28.414061382510962,76.95280882441571,5,9672,8,2026-09-05,14:00
J00106,soil_preparation,28.39037179246985,77.32715721939627,2,5806,3,2026-09-03,12:00
J00107,soil_preparation,28.66878680128198,77.27897775632637,1,2208,7,2026-09-11,14:00
J00108,plumbing,28.69239919848034,77.35341848770442,4,5739,9,2026-09-05,10:00
J00109,welding,28.423970467250232,77.36857342798811,5,2372,4,2026-09-03,08:00
J00110,painting,28.669728966363703,77.31334425465496,4,7215,7,2026-09-21,14:00
J00111,farming_weeding,28.619100314771533,77.2618485265939,1,4805,6,2026-09-24,14:00
J00112,soil_preparation,28.3428727683252,77.21960658498392,5,9326,8,2026-09-21,12:00
J00113,soil_preparation,28.544340647834144,77.36338012858518,2,1687,5,2026-09-13,14:00
J00114,carpentry,28.480853736134492,77.43675024599796,3,2629,7,2026-09-10,12:00
J00115,farming_weeding,28.385030646561876,77.07330910000192,4,4664,4,2026-09-17,12:00
J00116,farming_harvesting,28.9071833445348,77.36108128291124,2,5565,4,2026-09-18,08:00
J00117,farming_thinning,28.645198065955,77.21421890262454,2,1448,11,2026-09-09,08:00
J00118,carpentry,28.63664955272224,77.02607959923148,4,1422,7,2026-09-24,10:00
J00119,farming_harvesting,28.878983575015724,77.25169909751342,4,9534,4,2026-09-03,14:00
J00120,farming_harvesting,28.86469711575634,77.33875054550018,1,8281,8,2026-09-22,14:00
J00121,farming_harvesting,28.36601829780565,76.99109082183128,3,2908,7,2026-09-20,08:00
J00122,welding,28.789892153089234,77.34541695413448,3,3567,10,2026-09-08,12:00
J00123,farming_harvesting,28.585978434961845,77.35031304701944,1,6157,2,2026-09-17,14:00
J00124,farming_pruning,28.873320800380874,77.38551843959674,3,4119,10,2026-09-21,08:00
J00125,masonry,28.690271029054987,77.05654823805484,5,7163,5,2026-09-21,10:00
J00126,farming_harvesting,28.595969245657773,77.19970430314781,2,9138,6,2026-09-14,10:00
J00127,farming_thinning,28.694763634687053,76.96222702505067,5,4509,2,2026-09-22,14:00
J00128,farming_pruning,28.608314691140073,77.27573031244523,2,1635,8,2026-09-23,12:00
J00129,painting,28.54207413790983,77.25933937350534,3,8933,10,2026-09-16,10:00
J00130,farming_harvesting,28.818315110790255,77.43402344381265,4,9031,12,2026-09-08,14:00
J00131,painting,28.528176723012688,77.19757543153503,1,4586,3,2026-09-22,12:00
J00132,plumbing,28.895517285820127,77.1042382277581,4,2897,4,2026-09-03,14:00
J00133,soil_preparation,28.710267715806676,77.11754714526371,4,3098,9,2026-09-20,14:00
J00134,painting,28.561101751264435,77.04991602427793,3,5389,10,2026-09-01,10:00
J00135,cleaning,28.559303492722528,77.24635438632279,3,5286,12,2026-09-22,12:00
J00136,plumbing,28.54872703630193,77.17417092775644,4,5271,2,2026-09-05,12:00
J00137,electrical,28.75081210844643,77.11290493409157,1,6054,9,2026-09-11,14:00
J00138,farming_thinning,28.657403418008784,77.00892108584648,2,2807,11,2026-09-14,16:00
J00139,soil_preparation,28.391429200635677,77.23286038610304,1,7212,3,2026-09-09,12:00
J00140,soil_preparation,28.774005230358302,77.240736514256,1,9497,5,2026-09-24,12:00
J00141,carpentry,28.432963888424116,77.00319574665195,5,7480,5,2026-09-18,12:00
J00142,cleaning,28.410742506128493,77.1333279695429,4,4532,10,2026-09-05,10:00
J00143,farming_seeds,28.335544983494948,76.92101702395881,5,2679,10,2026-09-12,14:00
J00144,cleaning,28.6048399675233,77.0031673038144,3,1397,5,2026-09-04,10:00
J00145,farming_seeds,28.477374947586277,76.9831856983885,4,7565,4,2026-09-02,12:00
J00146,farming_pruning,28.35981624918829,77.21170579780093,4,1330,2,2026-09-01,16:00
J00147,painting,28.865284738766466,76.96633400465194,5,7408,5,2026-09-03,16:00
J00148,farming_harvesting,28.7847630546498,77.16409162476222,1,5950,6,2026-09-01,14:00
J00149,farming_thinning,28.373707531226888,77.49055743325972,5,8723,8,2026-09-23,12:00
J00150,plumbing,28.369737437013924,77.48913179781883,5,5563,9,2026-09-23,12:00
J00151,welding,28.63382234218088,77.05576842264418,1,9143,8,2026-09-22,12:00
J00152,cleaning,28.641848849117363,76.97398257719996,2,1407,8,2026-09-03,10:00
J00153,electrical,28.535792975912123,77.24689196063109,3,6446,4,2026-09-14,08:00
J00154,farming_pruning,28.65043125391568,77.03360909127368,4,5095,3,2026-09-07,10:00
J00155,plumbing,28.68379308225246,77.1931087945852,5,4808,2,2026-09-14,14:00
J00156,farming_harvesting,28.56101514999623,77.35330667760016,2,1598,7,2026-09-08,16:00
J00157,painting,28.557820570037194,76.91234306181138,2,9007,10,2026-09-24,14:00
J00158,soil_preparation,28.889585170227328,77.05044360268938,4,8913,10,2026-09-21,16:00
J00159,welding,28.90955321534754,76.95786058533741,1,7974,3,2026-09-05,14:00
J00160,farming_weeding,28.76803202351462,77.00625586855385,1,3722,5,2026-09-05,14:00
J00161,farming_pruning,28.33733716868238,77.16350933498973,2,9594,9,2026-09-14,10:00
J00162,welding,28.83842902889439,77.15988840603563,1,5861,3,2026-09-06,14:00
J00163,farming_harvesting,28.745865796300638,77.4371357154698,3,9560,7,2026-09-05,16:00
J00164,soil_preparation,28.652186229894554,77.0085674035319,3,9572,12,2026-09-20,10:00
J00165,cleaning,28.682299892532807,77.33768488000894,5,5116,9,2026-09-14,14:00
J00166,farming_thinning,28.875621499250133,77.46524775624319,2,3690,10,2026-09-07,14:00
J00167,farming_seeds,28.504512817181514,77.01653546871401,4,2098,2,2026-09-04,12:00
J00168,welding,28.42650465621621,77.32542710310452,5,8513,7,2026-09-15,08:00
J00169,farming_seeds,28.68888365850163,77.26567267660701,1,6741,12,2026-09-06,16:00
J00170,farming_thinning,28.520874467465976,76.91747769347376,2,5498,6,2026-09-22,14:00
J00171,painting,28.75149386825152,77.12936488186345,4,5173,10,2026-09-13,16:00
J00172,masonry,28.709520542180186,76.95548567554044,2,2687,5,2026-09-07,12:00
J00173,farming_weeding,28.47166257021871,76.97039327493327,5,7274,7,2026-09-03,16:00
J00174,cleaning,28.82594013195114,77.27186512439208,5,8756,5,2026-09-14,10:00
J00175,farming_seeds,28.783918949650964,77.50245233537157,1,3400,4,2026-09-09,10:00
J00176,electrical,28.838668453837546,77.10300272553171,1,3244,10,2026-09-04,14:00
J00177,plumbing,28.71280533747534,77.10525361846041,5,2921,5,2026-09-14,16:00
J00178,plumbing,28.540285730984447,77.1403179151993,4,6816,6,2026-09-04,16:00
J00179,soil_preparation,28.632311304406226,77.43897136535666,2,3721,12,2026-09-24,12:00
J00180,welding,28.399630399965687,77.17134594536046,4,9029,6,2026-09-22,08:00
J00181,carpentry,28.8537572807107,77.30025527448139,2,1414,7,2026-09-08,14:00
J00182,cleaning,28.71592345853742,77.34609490190779,2,4129,8,2026-09-24,12:00
J00183,farming_weeding,28.873815466968544,77.50626305161717,2,8243,7,2026-09-20,16:00
J00184,farming_thinning,28.317268723032722,77.09523441902601,1,7043,6,2026-09-02,16:00
J00185,farming_seeds,28.677964648477857,76.92911691472182,3,8843,8,2026-09-07,08:00
J00186,welding,28.736458691738715,77.07350429838272,1,1498,9,2026-09-01,16:00
J00187,masonry,28.586588431249414,77.01326258060388,5,2702,2,2026-09-02,12:00
J00188,farming_seeds,28.681652295259827,77.3369862708741,2,3156,3,2026-09-01,14:00
J00189,farming_pruning,28.347528796532952,77.291486893433,1,6148,3,2026-09-23,16:00
J00190,farming_harvesting,28.903942056974365,77.02550942707855,5,1273,7,2026-09-22,12:00
J00191,welding,28.415428128560148,77.50076216536841,3,9459,2,2026-09-17,14:00
J00192,plumbing,28.816530004291486,77.31078470490046,1,4161,10,2026-09-13,10:00
J00193,welding,28.473881555122,77.0125511379394,1,5514,11,2026-09-07,10:00
J00194,welding,28.617179498558873,77.01278092811391,1,6098,6,2026-09-08,16:00
J00195,soil_preparation,28.384528742909964,77.18875136742669,1,8585,3,2026-09-05,08:00
J00196,farming_pruning,28.423400582797306,76.9608505924299,3,1329,4,2026-09-04,08:00
J00197,farming_thinning,28.696667370527372,77.1852094590721,2,6042,12,2026-09-01,10:00
J00198,welding,28.767399526104825,76.98864088906566,1,7214,6,2026-09-19,10:00
J00199,farming_harvesting,28.398155644224765,77.09832458794408,2,4084,6,2026-09-04,10:00
J00200,farming_weeding,28.901466925413605,77.06461245395641,4,5334,3,2026-09-02,14:00
J00201,soil_preparation,28.661117698530614,77.11831551801728,5,8367,12,2026-09-09,10:00
J00202,farming_seeds,28.883699076771993,77.26013379084624,2,9813,11,2026-09-24,10:00
J00203,welding,28.574212038720795,77.29660479008068,3,4398,7,2026-09-05,16:00
J00204,carpentry,28.81181460965484,77.38557701791353,1,9409,5,2026-09-08,12:00
J00205,farming_thinning,28.59451291841051,76.92786883045102,1,9471,12,2026-09-24,10:00
J00206,electrical,28.397789169099543,77.2610924567714,3,7191,12,2026-09-10,16:00
J00207,farming_seeds,28.507323228120605,76.97176777966085,3,1129,4,2026-09-03,14:00
J00208,electrical,28.514727486827994,77.29772878806135,1,4065,7,2026-09-05,12:00
J00209,farming_weeding,28.594004739428065,77.02069643589279,1,8192,11,2026-09-18,14:00
J00210,painting,28.659479120641194,77.16998108618388,4,8759,5,2026-09-06,12:00
J00211,welding,28.537828866986672,77.11172695637893,4,5918,2,2026-09-06,10:00
J00212,cleaning,28.87475266724616,77.46513184797895,1,7897,8,2026-09-13,12:00
J00213,painting,28.554350076429888,76.9261331025542,5,3726,6,2026-09-02,16:00
J00214,welding,28.879607799154904,77.02807728590739,5,3286,4,2026-09-09,12:00
J00215,cleaning,28.889847979333105,77.49119507675051,3,3317,7,2026-09-10,14:00
J00216,plumbing,28.413105248626714,76.90950592567896,2,4283,4,2026-09-17,12:00
J00217,farming_harvesting,28.36212516225842,77.050710149606,2,8152,3,2026-09-14,10:00
J00218,farming_weeding,28.72472814584083,77.4164010377032,3,1081,9,2026-09-02,10:00
J00219,soil_preparation,28.37384808437288,77.23889744255001,4,4481,9,2026-09-23,14:00
J00220,electrical,28.73763446036611,77.36683370398111,1,7350,4,2026-09-04,12:00
J00221,cleaning,28.8750574387559,77.14893013548819,3,5639,12,2026-09-12,14:00
J00222,painting,28.55021021619193,76.95199407756418,4,1440,5,2026-09-21,16:00
J00223,farming_weeding,28.774606355728913,77.1304795397026,3,9215,2,2026-09-15,16:00
J00224,painting,28.764910676018214,77.45775160043212,2,3262,9,2026-09-14,10:00
J00225,farming_seeds,28.440639406445346,77.17024037694715,3,7292,12,2026-09-18,10:00
J00226,plumbing,28.40434854172303,77.09565524447031,4,1570,6,2026-09-10,14:00
J00227,farming_weeding,28.412025726274624,77.31840386586197,1,8617,3,2026-09-15,12:00
J00228,masonry,28.753502394855346,77.30252116225273,4,1200,4,2026-09-23,12:00
J00229,farming_weeding,28.658709325815607,77.1393941712661,4,1189,9,2026-09-05,14:00
J00230,plumbing,28.776715796082517,77.0907727078124,3,2899,11,2026-09-04,14:00
J00231,carpentry,28.537595189271883,77.19312837108384,3,9765,7,2026-09-18,08:00
J00232,cleaning,28.421203738507934,77.16343907468786,4,2310,4,2026-09-02,08:00
J00233,soil_preparation,28.882820729760127,77.33353882958063,3,4237,10,2026-09-04,16:00
J00234,welding,28.83722311625029,77.16993282572274,4,5615,2,2026-09-15,08:00
J00235,electrical,28.590050429399778,76.93904410664365,5,7050,6,2026-09-08,14:00
J00236,soil_preparation,28.7188977688319,77.36910025062787,1,9892,6,2026-09-16,10:00
J00237,farming_harvesting,28.528031217079135,76.9195113958423,3,5877,12,2026-09-12,08:00
J00238,painting,28.380909969162545,77.34814258794462,5,7491,5,2026-09-20,10:00
J00239,farming_pruning,28.634891120165168,76.98463277658874,2,9084,8,2026-09-22,12:00
J00240,soil_preparation,28.897011665210268,77.32239517660696,2,9577,11,2026-09-18,14:00
J00241,farming_seeds,28.359821686261544,77.1326771972699,2,2656,8,2026-09-09,16:00
J00242,welding,28.36115891949731,77.46546433071826,3,7922,8,2026-09-04,08:00
J00243,farming_weeding,28.884115328395815,77.06311480242726,1,8101,3,2026-09-11,10:00
J00244,painting,28.470485448957614,77.0909208515387,5,9833,5,2026-09-21,08:00
J00245,soil_preparation,28.657901609710986,77.03812555975044,4,5502,4,2026-09-17,12:00
J00246,carpentry,28.716763784338873,77.27177354090811,2,5668,6,2026-09-24,08:00
J00247,plumbing,28.438181804347273,77.37823034525361,2,5501,6,2026-09-03,14:00
J00248,painting,28.78805493268921,77.28991399960887,1,4626,5,2026-09-16,08:00
J00249,welding,28.508665300546845,76.94723347513998,3,8547,11,2026-09-01,14:00
J00250,masonry,28.67103845638373,77.23387475449908,4,1205,7,2026-09-15,12:00
J00251,soil_preparation,28.521719788855144,77.17562983813187,4,9175,5,2026-09-01,16:00
J00252,welding,28.415908046238062,77.14303675223452,4,1528,12,2026-09-03,16:00
J00253,farming_pruning,28.692730438047075,77.24579544173903,3,2361,5,2026-09-16,16:00
J00254,soil_preparation,28.49631963815014,77.35951451168361,4,8657,2,2026-09-17,10:00
J00255,painting,28.664862132960863,77.28355908217263,5,8070,8,2026-09-04,08:00
J00256,cleaning,28.89791424117634,77.24286369233155,4,4845,8,2026-09-24,16:00
J00257,farming_weeding,28.5409573062023,77.47829145537169,1,2588,8,2026-09-24,10:00
J00258,farming_thinning,28.90917854372844,77.25144700948603,2,3606,8,2026-09-01,16:00
J00259,plumbing,28.525114772245054,77.03965156080505,5,5569,7,2026-09-07,12:00
J00260,masonry,28.377283266318894,77.43985471996744,3,9229,10,2026-09-05,16:00
J00261,plumbing,28.44895952742274,77.1513795811601,4,5690,9,2026-09-09,10:00
J00262,farming_weeding,28.553932616056837,76.91100242787302,3,8602,12,2026-09-18,10:00
J00263,masonry,28.85826853124942,77.13901205435467,4,7852,8,2026-09-14,10:00
J00264,masonry,28.33132459812258,77.04351556774336,5,9247,3,2026-09-23,16:00
J00265,painting,28.753188796821725,77.47629341159538,3,5095,4,2026-09-23,16:00
J00266,masonry,28.59704812638326,76.96357986422709,3,1372,11,2026-09-20,14:00
J00267,carpentry,28.620701272318236,77.02481894688447,2,8500,7,2026-09-01,10:00
J00268,farming_weeding,28.597201335292194,77.33667551357173,2,6287,4,2026-09-13,12:00
J00269,farming_pruning,28.85056739477615,77.03320436253073,4,8523,5,2026-09-13,16:00
J00270,electrical,28.907727996739226,77.38705213411247,4,9195,12,2026-09-05,08:00
J00271,cleaning,28.67630407752041,77.107755540872,2,5011,9,2026-09-17,08:00
J00272,farming_seeds,28.763065144707216,77.31821415840182,4,9515,9,2026-09-01,14:00
J00273,farming_pruning,28.783725639205084,77.48354488989725,5,2982,11,2026-09-03,16:00
J00274,welding,28.328132075684614,77.19748453832159,1,5799,8,2026-09-03,08:00
J00275,soil_preparation,28.553557663032226,77.46543394073052,4,8021,3,2026-09-21,08:00
J00276,farming_weeding,28.82214222980067,77.36376425510002,5,2831,4,2026-09-12,12:00
J00277,plumbing,28.707822199337937,76.99417006000716,2,8906,5,2026-09-16,12:00
J00278,farming_pruning,28.51191541108803,77.32522963431806,4,9053,5,2026-09-04,12:00
J00279,soil_preparation,28.49107524180946,77.175803239274,4,5225,11,2026-09-06,12:00
J00280,painting,28.33534678575392,76.99301258952033,5,5725,2,2026-09-24,10:00
J00281,soil_preparation,28.65202365992095,77.33728187774666,3,3593,11,2026-09-09,12:00
J00282,electrical,28.741747302436213,77.31296722835994,2,3106,4,2026-09-23,16:00
J00283,farming_harvesting,28.829388575626435,77.06338345657332,2,1458,5,2026-09-15,16:00
J00284,farming_harvesting,28.40291801817522,76.91624002983907,3,9332,10,2026-09-23,14:00
J00285,electrical,28.68497599481942,77.01124607574525,3,3553,11,2026-09-12,16:00
J00286,soil_preparation,28.627902451484037,77.13578724467192,4,3770,10,2026-09-23,14:00
J00287,farming_weeding,28.604299054723086,77.13692342013523,1,6609,5,2026-09-14,12:00
J00288,farming_thinning,28.448485993662874,77.0759893291979,1,4226,7,2026-09-14,14:00
J00289,electrical,28.655544794848723,77.29218194854097,1,9587,5,2026-09-03,10:00
J00290,soil_preparation,28.712446451476996,77.1480947340119,1,6398,10,2026-09-15,08:00
J00291,farming_harvesting,28.645870688529268,77.22985232368084,5,2301,2,2026-09-15,14:00
J00292,painting,28.627669277548666,77.05581534732613,2,5015,5,2026-09-03,14:00
J00293,farming_weeding,28.33803967540582,77.2744826250632,5,5546,3,2026-09-14,10:00
J00294,welding,28.812315428031088,76.94720136147502,2,9561,6,2026-09-11,08:00
J00295,farming_thinning,28.45045174930665,77.2604064346031,5,8819,9,2026-09-07,08:00
J00296,carpentry,28.84288442498481,76.93964967983452,1,4218,9,2026-09-15,08:00
J00297,electrical,28.36393172521011,77.02743774512355,5,4522,11,2026-09-14,14:00
J00298,farming_harvesting,28.655497561581146,77.25802812732647,1,8252,12,2026-09-24,10:00
J00299,painting,28.79735951870799,77.27764796916638,4,1008,6,2026-09-03,14:00
J00300,painting,28.476345921417796,77.28767691595793,3,9311,9,2026-09-15,16:00
J00301,farming_harvesting,28.88476141844964,77.08878236048311,5,5079,7,2026-09-14,12:00
J00302,masonry,28.650658590503316,77.0942824104991,4,2826,4,2026-09-03,14:00
J00303,farming_seeds,28.505424528980406,77.49361263407565,4,9122,4,2026-09-04,10:00
J00304,farming_pruning,28.770162687289783,77.31278571437885,1,8261,7,2026-09-14,16:00
J00305,farming_weeding,28.43005730276164,76.97422702170694,2,4493,6,2026-09-22,16:00
J00306,farming_harvesting,28.50590951650629,77.22723971184436,1,5916,11,2026-09-05,10:00
J00307,painting,28.71703234100311,77.1032592568236,2,7491,4,2026-09-16,10:00
J00308,painting,28.711454445969164,77.10440875683743,5,8762,12,2026-09-05,16:00
J00309,cleaning,28.564045498423674,77.34488097364925,2,5306,9,2026-09-17,12:00
J00310,soil_preparation,28.40089191647574,77.10923329880853,3,6166,9,2026-09-13,12:00
J00311,plumbing,28.651871842558126,77.36661714913156,1,7620,2,2026-09-01,14:00
J00312,soil_preparation,28.701375628280807,76.99295817119622,4,5492,2,2026-09-06,10:00
J00313,farming_thinning,28.711132775613695,77.06255759841858,3,1387,7,2026-09-21,14:00
J00314,cleaning,28.543343800415183,77.24384090071905,2,4522,11,2026-09-09,16:00
J00315,electrical,28.827742065366937,76.97310074565304,2,3628,7,2026-09-14,14:00
J00316,welding,28.66966416017058,77.48022721957177,1,7390,9,2026-09-03,10:00
J00317,farming_harvesting,28.906057518595627,77.2606686188058,1,2661,2,2026-09-13,12:00
J00318,farming_harvesting,28.636637427217284,77.17187462379161,3,2819,9,2026-09-23,10:00
